pair_id,pair_type,template_id,edit_type_idx,edit_type_name,agent,model,instruction,aesthetic_path,non_aesthetic_path,aesthetic_score,non_aesthetic_score,score_gap,edit_quality_score
900w-hCJXZqhSZiw_t0_singleshot__regression,regression,900w-hCJXZqhSZiw,0,Color Palette Variation,singleshot,gemini/gemini-2.5-pro,"Recolor background to deep charcoal #111216; change all circles to cool slate blues (#2E3A47, #364656, #3E5063, #485B6E, #516777, #5C7384); set all text to ivory #F7F6F2.",images/900w-hCJXZqhSZiw_t0_singleshot__regression__aesthetic.png,images/900w-hCJXZqhSZiw_t0_singleshot__regression__non_aesthetic.png,76.0,34.0,42.0,40.0
1280w-l2k_WnNosUU_t1_singleshot__regression,regression,1280w-l2k_WnNosUU,1,Translation,singleshot,gemini/gemini-2.5-pro,"Translate all visible text to Spanish, keeping typography styles; e.g., “upcoming EVENTS” → “próximos EVENTOS” and “REGISTER TODAY!” → “¡REGÍSTRATE HOY!”.",images/1280w-l2k_WnNosUU_t1_singleshot__regression__aesthetic.png,images/1280w-l2k_WnNosUU_t1_singleshot__regression__non_aesthetic.png,76.0,66.0,10.0,100.0
1131w-MQeKlmQ9RXc_t3_singleshot__regression,regression,1131w-MQeKlmQ9RXc,3,Global Layout Change,singleshot,gemini/gemini-2.5-pro,"Rebuild into a three-column grid: center full-height mascot; left vertical 'BLOCK PARTY' with date badge; right stack 'FREE DRINKS', '5:00 PM', handle, venue; keep bottom features as a full-width strip.",images/1131w-MQeKlmQ9RXc_t3_singleshot__regression__aesthetic.png,images/1131w-MQeKlmQ9RXc_t3_singleshot__regression__non_aesthetic.png,99.0,97.0,2.0,0.0
1600w-J2-prU82nP4_t11_singleshot__regression,regression,1600w-J2-prU82nP4,11,Hierarchy Adjustment,singleshot,gemini/gemini-2.5-pro,Scale up the right-side cutout image to 170% to dominate the layout.,images/1600w-J2-prU82nP4_t11_singleshot__regression__aesthetic.png,images/1600w-J2-prU82nP4_t11_singleshot__regression__non_aesthetic.png,93.0,75.0,18.0,100.0
1131w-50t2MzJLmsM_t14_singleshot__regression,regression,1131w-50t2MzJLmsM,14,Theme Restyling,singleshot,gemini/gemini-2.5-pro,"Recolor all blue text, illustrations, and stars to deep forest green with crimson accents for a winter holiday theme, preserving the layout, background texture, and existing typography styles.",images/1131w-50t2MzJLmsM_t14_singleshot__regression__aesthetic.png,images/1131w-50t2MzJLmsM_t14_singleshot__regression__non_aesthetic.png,86.0,85.0,1.0,69.0
1257w-dnPJ18q1Q2E_t7_singleshot__regression,regression,1257w-dnPJ18q1Q2E,7,Image Replacement,singleshot,gemini/gemini-2.5-pro,"Replace the central rear-view woman with a rear-view astronaut against a dark starry background, maintaining the same centered head-and-shoulders composition and scale.",images/1257w-dnPJ18q1Q2E_t7_singleshot__regression__aesthetic.png,images/1257w-dnPJ18q1Q2E_t7_singleshot__regression__non_aesthetic.png,89.0,80.0,9.0,68.0
1131w-Uq1C4aZZi9w_t6_singleshot__regression,regression,1131w-Uq1C4aZZi9w,6,Copy Expansion,singleshot,gemini/gemini-2.5-pro,Expand the historical description paragraph in the bordered box above the ingredient list to 2–3x length while maintaining tone and current body size; ensure wrapping fits within existing width.,images/1131w-Uq1C4aZZi9w_t6_singleshot__regression__aesthetic.png,images/1131w-Uq1C4aZZi9w_t6_singleshot__regression__non_aesthetic.png,81.0,42.0,39.0,50.0
1257w-EN_LTZdAMlw_t10_singleshot__regression,regression,1257w-EN_LTZdAMlw,10,Background Replacement,singleshot,gemini/gemini-2.5-pro,Replace the white background with a light parchment paper texture (#F6F1E3) to add rustic warmth while keeping the brown typography legible.,images/1257w-EN_LTZdAMlw_t10_singleshot__regression__aesthetic.png,images/1257w-EN_LTZdAMlw_t10_singleshot__regression__non_aesthetic.png,86.0,64.0,22.0,28.0
1600w-jlhsA8F30Lk_t13_singleshot__regression,regression,1600w-jlhsA8F30Lk,13,Add Secondary Text Block,singleshot,gemini/gemini-2.5-pro,"Add a small sans-serif subtitle 'Walk-ins welcome' in #FFFFFF to the lower-left inside the speech bubble, left-aligned beneath the headline to balance the hours on the right.",images/1600w-jlhsA8F30Lk_t13_singleshot__regression__aesthetic.png,images/1600w-jlhsA8F30Lk_t13_singleshot__regression__non_aesthetic.png,82.0,81.0,1.0,70.0
1600w-jlhsA8F30Lk_t3_singleshot__regression,regression,1600w-jlhsA8F30Lk,3,Global Layout Change,singleshot,gemini/gemini-2.5-pro,"Recompose into a vertical split: place megaphone large centered left, position speech bubble with text centered right, and move the website handle to the top-right as a small header.",images/1600w-jlhsA8F30Lk_t3_singleshot__regression__aesthetic.png,images/1600w-jlhsA8F30Lk_t3_singleshot__regression__non_aesthetic.png,82.0,81.0,1.0,0.0
1600w-9JTrLkx-Ppg_t12_singleshot__regression,regression,1600w-9JTrLkx-Ppg,12,Contrast & Readability Enhancement,singleshot,gemini/gemini-2.5-pro,Change the “Business Consultant” subheading color to bright lavender #BFA2FF to increase contrast against the dark background.,images/1600w-9JTrLkx-Ppg_t12_singleshot__regression__aesthetic.png,images/1600w-9JTrLkx-Ppg_t12_singleshot__regression__non_aesthetic.png,65.0,64.0,1.0,100.0
1131w-MQeKlmQ9RXc_t4_singleshot__regression,regression,1131w-MQeKlmQ9RXc,4,Object Removal,singleshot,gemini/gemini-2.5-pro,Remove the '@REALLYGREATSITE' handle; center 'BORCELLE CLUB' along the bottom border within the frame to maintain balance.,images/1131w-MQeKlmQ9RXc_t4_singleshot__regression__aesthetic.png,images/1131w-MQeKlmQ9RXc_t4_singleshot__regression__non_aesthetic.png,99.0,97.0,2.0,100.0
1600w-K18O8e4K488_t9_singleshot__regression,regression,1600w-K18O8e4K488,9,Accent Recolor,singleshot,gemini/gemini-2.5-pro,"Recolor the ""LIVE STREAMING"" pill button to vivid orange #FF7A00.",images/1600w-K18O8e4K488_t9_singleshot__regression__aesthetic.png,images/1600w-K18O8e4K488_t9_singleshot__regression__non_aesthetic.png,77.0,58.0,19.0,10.0
1600w-p1o6ND26wWg_t3_singleshot__regression,regression,1600w-p1o6ND26wWg,3,Global Layout Change,singleshot,gemini/gemini-2.5-pro,"Rebuild into a two-column layout: left column full-height cup; right column stack 'SHORT BREAK' title, body text, and both pills at top, with generous margins and centered alignment.",images/1600w-p1o6ND26wWg_t3_singleshot__regression__aesthetic.png,images/1600w-p1o6ND26wWg_t3_singleshot__regression__non_aesthetic.png,98.0,93.0,5.0,43.0
1280w-QVxrpF_dKgM_t1_singleshot__regression,regression,1280w-QVxrpF_dKgM,1,Translation,singleshot,gemini/gemini-2.5-pro,"Replace the main headline text with: Come enjoy a day outdoors with good food, games, and the best company.",images/1280w-QVxrpF_dKgM_t1_singleshot__regression__aesthetic.png,images/1280w-QVxrpF_dKgM_t1_singleshot__regression__non_aesthetic.png,89.0,72.0,17.0,100.0
1131w-Cn6h5Tqrn10_t3_singleshot__regression,regression,1131w-Cn6h5Tqrn10,3,Global Layout Change,singleshot,gemini/gemini-2.5-pro,"Rebuild as a vertical split layout: left column full-bleed leaves grouped; right column center-stack header, quote, and handle with wide padding, increased line spacing, and generous top/bottom margins.",images/1131w-Cn6h5Tqrn10_t3_singleshot__regression__aesthetic.png,images/1131w-Cn6h5Tqrn10_t3_singleshot__regression__non_aesthetic.png,80.0,79.0,1.0,98.0
1280w-7NdToF9SL00_t14_singleshot__regression,regression,1280w-7NdToF9SL00,14,Theme Restyling,singleshot,gemini/gemini-2.5-pro,"Restyle for winter holidays: use deep forest green and crimson accents, replace star icons with snowflakes, swap the wine glass doodle for a mulled wine mug; preserve layout.",images/1280w-7NdToF9SL00_t14_singleshot__regression__aesthetic.png,images/1280w-7NdToF9SL00_t14_singleshot__regression__non_aesthetic.png,93.0,74.0,19.0,73.0
1131w-tpnRumgzO8o_t6_singleshot__regression,regression,1131w-tpnRumgzO8o,6,Copy Expansion,singleshot,gemini/gemini-2.5-pro,"Expand the address line under BORCELLE BEACH to: ""123 Anywhere St., Any City, ST 12345 — Beachfront pavilion near Pier 3; parking nearby; follow boardwalk signs to main gate.""",images/1131w-tpnRumgzO8o_t6_singleshot__regression__aesthetic.png,images/1131w-tpnRumgzO8o_t6_singleshot__regression__non_aesthetic.png,80.0,79.0,1.0,38.0
1600w-bU_eCuLHDN8_t14_singleshot__regression,regression,1600w-bU_eCuLHDN8,14,Theme Restyling,singleshot,gemini/gemini-2.5-pro,"Restyle for winter holidays: change lime box to deep forest green, swap pink flowers for white snowflakes, recolor OUT OF OFFICE to warm gold, keep checkerboard border.",images/1600w-bU_eCuLHDN8_t14_singleshot__regression__aesthetic.png,images/1600w-bU_eCuLHDN8_t14_singleshot__regression__non_aesthetic.png,57.0,45.0,12.0,55.0
1600w-gOlznvJ4zdk_t6_singleshot__regression,regression,1600w-gOlznvJ4zdk,6,Copy Expansion,singleshot,gemini/gemini-2.5-pro,"Expand Step 1 text to: ""Find a clean, empty jar you like, preferably with a secure lid.""",images/1600w-gOlznvJ4zdk_t6_singleshot__regression__aesthetic.png,images/1600w-gOlznvJ4zdk_t6_singleshot__regression__non_aesthetic.png,78.0,71.0,7.0,100.0
1131w-xPTl82ZC-e4_t4_singleshot__regression,regression,1131w-xPTl82ZC-e4,4,Object Removal,singleshot,gemini/gemini-2.5-pro,Remove the @reallygreatsite handles under NIGHT and slightly enlarge NIGHT to maintain visual balance while keeping Movie centered.,images/1131w-xPTl82ZC-e4_t4_singleshot__regression__aesthetic.png,images/1131w-xPTl82ZC-e4_t4_singleshot__regression__non_aesthetic.png,75.0,26.0,49.0,100.0
1280w-IBJtTP4icf8_t1_singleshot__regression,regression,1280w-IBJtTP4icf8,1,Translation,singleshot,gemini/gemini-2.5-pro,"Translate all text to Spanish: change ""Clean girl"" to ""Chica limpia"", ""healthy habits"" to ""hábitos saludables"", and ""@reallygreatsite"" to ""@sitioexcelente"".",images/1280w-IBJtTP4icf8_t1_singleshot__regression__aesthetic.png,images/1280w-IBJtTP4icf8_t1_singleshot__regression__non_aesthetic.png,93.0,48.0,45.0,31.0
900w-hCJXZqhSZiw_t3_singleshot__regression,regression,900w-hCJXZqhSZiw,3,Global Layout Change,singleshot,gemini/gemini-2.5-pro,Rebuild as a two-column layout: place a full-height left sidebar with the stacked title; arrange all six circles in a right-side 3x2 grid with uniform spacing.,images/900w-hCJXZqhSZiw_t3_singleshot__regression__aesthetic.png,images/900w-hCJXZqhSZiw_t3_singleshot__regression__non_aesthetic.png,76.0,34.0,42.0,8.0
1600w-qWWXRzbWBOk_t7_singleshot__regression,regression,1600w-qWWXRzbWBOk,7,Image Replacement,singleshot,gemini/gemini-2.5-pro,"Swap the dreamy blue starry-sky gradient background and sparkles for a warm pastel sunrise gradient with soft clouds, preserving the centered quote and oval accent.",images/1600w-qWWXRzbWBOk_t7_singleshot__regression__aesthetic.png,images/1600w-qWWXRzbWBOk_t7_singleshot__regression__non_aesthetic.png,98.0,76.0,22.0,58.0
1143w-6-Ht1iOh8uw_t5_singleshot__regression,regression,1143w-6-Ht1iOh8uw,5,Object Addition,singleshot,gemini/gemini-2.5-pro,"Add a small deep red location pin icon before the address line, centered with the text to maintain balance.",images/1143w-6-Ht1iOh8uw_t5_singleshot__regression__aesthetic.png,images/1143w-6-Ht1iOh8uw_t5_singleshot__regression__non_aesthetic.png,90.0,78.0,12.0,100.0
1600w-IVdkMeHmo04_t10_singleshot__regression,regression,1600w-IVdkMeHmo04,10,Background Replacement,singleshot,gemini/gemini-2.5-pro,"Replace the dark foliage background with a softly blurred golden bokeh ballroom scene, keeping deep navy edges for contrast so the white event text remains clear.",images/1600w-IVdkMeHmo04_t10_singleshot__regression__aesthetic.png,images/1600w-IVdkMeHmo04_t10_singleshot__regression__non_aesthetic.png,98.0,88.0,10.0,45.0
1600w-3FMwHZotkUM_t4_singleshot__regression,regression,1600w-3FMwHZotkUM,4,Object Removal,singleshot,gemini/gemini-2.5-pro,"Remove the “Product reviews” card (image and caption); redistribute the remaining three cards into a balanced three-column grid with equal gutter spacing, keeping the header and CTA unchanged.",images/1600w-3FMwHZotkUM_t4_singleshot__regression__aesthetic.png,images/1600w-3FMwHZotkUM_t4_singleshot__regression__non_aesthetic.png,93.0,76.0,17.0,97.0
1600w-K18O8e4K488_t11_singleshot__regression,regression,1600w-K18O8e4K488,11,Hierarchy Adjustment,singleshot,gemini/gemini-2.5-pro,"Enlarge the speaker photo circle dramatically and center it, while reducing “LIVE WEBINAR” to small, low-contrast text so the portrait becomes the main focal point.",images/1600w-K18O8e4K488_t11_singleshot__regression__aesthetic.png,images/1600w-K18O8e4K488_t11_singleshot__regression__non_aesthetic.png,77.0,58.0,19.0,50.0
1131w-tpnRumgzO8o_t12_singleshot__regression,regression,1131w-tpnRumgzO8o,12,Contrast & Readability Enhancement,singleshot,gemini/gemini-2.5-pro,Change the “OPEN DAILY 08AM-10PM” text to white (#FFFFFF) for stronger contrast on the green badge.,images/1131w-tpnRumgzO8o_t12_singleshot__regression__aesthetic.png,images/1131w-tpnRumgzO8o_t12_singleshot__regression__non_aesthetic.png,80.0,79.0,1.0,0.0
1131w-02GXIIidf_4_t0_singleshot__regression,regression,1131w-02GXIIidf_4,0,Color Palette Variation,singleshot,gemini/gemini-2.5-pro,"Change all red elements (header, footer, reward badge) to deep navy #0B1B36 with white text; convert the yellow “Last seen” bar to bright cyan #25D0FF with black text.",images/1131w-02GXIIidf_4_t0_singleshot__regression__aesthetic.png,images/1131w-02GXIIidf_4_t0_singleshot__regression__non_aesthetic.png,88.0,55.0,33.0,43.0
1600w-gOlznvJ4zdk_t3_singleshot__regression,regression,1600w-gOlznvJ4zdk,3,Global Layout Change,singleshot,gemini/gemini-2.5-pro,"Rebuild into a vertical timeline: set the title as a top banner, jar as a hero section, then stack three full-width numbered step blocks with equal spacing on white.",images/1600w-gOlznvJ4zdk_t3_singleshot__regression__aesthetic.png,images/1600w-gOlznvJ4zdk_t3_singleshot__regression__non_aesthetic.png,78.0,71.0,7.0,100.0
900w-Aneww-_lpeg_t11_singleshot__regression,regression,900w-Aneww-_lpeg,11,Hierarchy Adjustment,singleshot,gemini/gemini-2.5-pro,Scale the coffee cup image to huge and center it to dominate the layout.,images/900w-Aneww-_lpeg_t11_singleshot__regression__aesthetic.png,images/900w-Aneww-_lpeg_t11_singleshot__regression__non_aesthetic.png,67.0,62.0,5.0,0.0
1143w-6-Ht1iOh8uw_t13_singleshot__regression,regression,1143w-6-Ht1iOh8uw,13,Add Secondary Text Block,singleshot,gemini/gemini-2.5-pro,"Add a small italic sans-serif subtitle 'Join us for cake, games, and fun!' centered between 'Birthday Party' and 'MONDAY' in charcoal #333333.",images/1143w-6-Ht1iOh8uw_t13_singleshot__regression__aesthetic.png,images/1143w-6-Ht1iOh8uw_t13_singleshot__regression__non_aesthetic.png,90.0,78.0,12.0,100.0
1600w-9eXC-dXI0uE_t2_singleshot__regression,regression,1600w-9eXC-dXI0uE,2,2-Element Layout Swap,singleshot,gemini/gemini-2.5-pro,"Swap the headline column and the man-with-laptop photo: place photo left, headline right; keep both vertically centered with equal side margins.",images/1600w-9eXC-dXI0uE_t2_singleshot__regression__aesthetic.png,images/1600w-9eXC-dXI0uE_t2_singleshot__regression__non_aesthetic.png,74.0,32.0,42.0,5.0
1257w-EN_LTZdAMlw_t11_singleshot__regression,regression,1257w-EN_LTZdAMlw,11,Hierarchy Adjustment,singleshot,gemini/gemini-2.5-pro,"Enlarge the bottom watercolor pumpkin-and-sunflower illustration to huge size, making it the primary focal point instead of the headline.",images/1257w-EN_LTZdAMlw_t11_singleshot__regression__aesthetic.png,images/1257w-EN_LTZdAMlw_t11_singleshot__regression__non_aesthetic.png,86.0,64.0,22.0,0.0
1600w-NEoYkSVC058_t6_singleshot__regression,regression,1600w-NEoYkSVC058,6,Copy Expansion,singleshot,gemini/gemini-2.5-pro,"Expand the small white paragraph in the center dark panel to 2–3× length in refined fashion tone, keeping white color, left alignment, and current column width to test wrapping.",images/1600w-NEoYkSVC058_t6_singleshot__regression__aesthetic.png,images/1600w-NEoYkSVC058_t6_singleshot__regression__non_aesthetic.png,72.0,57.0,15.0,100.0
1131w-xPTl82ZC-e4_t1_singleshot__regression,regression,1131w-xPTl82ZC-e4,1,Translation,singleshot,gemini/gemini-2.5-pro,"Translate all text to Spanish: 'Movie NIGHT'→'Noche de Cine', 'FREE ENTRY'→'ENTRADA GRATIS', '08/09 10 PM'→'08/09 10 p. m.'; leave @reallygreatsite unchanged.",images/1131w-xPTl82ZC-e4_t1_singleshot__regression__aesthetic.png,images/1131w-xPTl82ZC-e4_t1_singleshot__regression__non_aesthetic.png,75.0,26.0,49.0,36.0
1600w-IVdkMeHmo04_t4_singleshot__regression,regression,1600w-IVdkMeHmo04,4,Object Removal,singleshot,gemini/gemini-2.5-pro,Remove the “Unity Outreach Network” line; move the title and subheading up slightly to close the gap while maintaining clear spacing below the top event details.,images/1600w-IVdkMeHmo04_t4_singleshot__regression__aesthetic.png,images/1600w-IVdkMeHmo04_t4_singleshot__regression__non_aesthetic.png,98.0,88.0,10.0,100.0
1131w-DBVzDPV0y5E_t11_singleshot__regression,regression,1131w-DBVzDPV0y5E,11,Hierarchy Adjustment,singleshot,gemini/gemini-2.5-pro,"Center the beaker illustration inside the white panel, enlarge it to dominant size, and reduce the 'SCIENCE LAB' headline to medium size below it.",images/1131w-DBVzDPV0y5E_t11_singleshot__regression__aesthetic.png,images/1131w-DBVzDPV0y5E_t11_singleshot__regression__non_aesthetic.png,96.0,71.0,25.0,75.0
1600w-e_KkH19ObUk_t0_singleshot__regression,regression,1600w-e_KkH19ObUk,0,Color Palette Variation,singleshot,gemini/gemini-2.5-pro,"Replace the lavender (#C974D4) background with warm cream (#FFF6E5), set all typography to deep charcoal (#1C1C1C), and invert the button to charcoal fill with cream label.",images/1600w-e_KkH19ObUk_t0_singleshot__regression__aesthetic.png,images/1600w-e_KkH19ObUk_t0_singleshot__regression__non_aesthetic.png,71.0,64.0,7.0,27.0
848w-x9A8Hm2mD6U_t0_singleshot__regression,regression,848w-x9A8Hm2mD6U,0,Color Palette Variation,singleshot,gemini/gemini-2.5-pro,"Replace the current light gray, muted blue, and black palette with deep charcoal #111217 backgrounds, teal #1FB8A6 accents, and off-white #F6F7F8 text for a crisp dark mode.",images/848w-x9A8Hm2mD6U_t0_singleshot__regression__aesthetic.png,images/848w-x9A8Hm2mD6U_t0_singleshot__regression__non_aesthetic.png,70.0,62.0,8.0,96.0
1600w-K18O8e4K488_t14_singleshot__regression,regression,1600w-K18O8e4K488,14,Theme Restyling,singleshot,gemini/gemini-2.5-pro,"Convert to winter holiday theme by switching orange elements to icy blue #5BC0EB and silver #C0C0C0, adding small snowflake accents, and updating headline to ""WINTER WEBINAR"" while keeping layout.",images/1600w-K18O8e4K488_t14_singleshot__regression__aesthetic.png,images/1600w-K18O8e4K488_t14_singleshot__regression__non_aesthetic.png,77.0,58.0,19.0,48.0
