design,template_id,template_name,categories,instruction,agent,model,edit_id,edit_path,render_path,status,aesthetic_score,original_score,score_diff,edit_quality_score
1600w-3BBdsD4EXsY,4,Object Removal,"layout,local","Remove the top peg and hole; move the canvas and text up slightly to re-center on the easel, keeping equal margins above and below and text centered.",singleshot,gemini/gemini-2.5-pro,1600w-3BBdsD4EXsY_t4_singleshot,../edits/1600w-3BBdsD4EXsY_t4_singleshot/spec.json,../edits/1600w-3BBdsD4EXsY_t4_singleshot/render.png,success,58.0,82.0,-24.0,66.0
1600w-_HHyJ9eyu3Q,0,Color Palette Variation,"color,global","Recolor to light mode: replace maroon panels with #F7F3EE, change all text to charcoal #222 and accents to muted teal #2E8C8A; update photo backdrop to soft beige #EFE7DA.",singleshot,gemini/gemini-2.5-pro,1600w-_HHyJ9eyu3Q_t0_singleshot,../edits/1600w-_HHyJ9eyu3Q_t0_singleshot/spec.json,../edits/1600w-_HHyJ9eyu3Q_t0_singleshot/render.png,success,62.0,52.0,10.0,100.0
1131w-9cN5biKALLQ,7,Image Replacement,"image,layout,local","Swap the bold blue “ICE FOR SALE” central typography for a similarly centered “HOT COFFEE” theme with warm browns and subtle steam illustration, keeping the minimal layout.",singleshot,gemini/gemini-2.5-pro,1131w-9cN5biKALLQ_t7_singleshot,../edits/1131w-9cN5biKALLQ_t7_singleshot/spec.json,../edits/1131w-9cN5biKALLQ_t7_singleshot/render.png,success,76.0,84.0,-8.0,0.0
1600w-DB7VCKEjrvU,12,Contrast & Readability Enhancement,"color,style,local","Brighten the teal ""M"" shape to a lighter aqua (#74D1E1) to improve contrast against the deep slate background, leaving other logo colors unchanged.",singleshot,gemini/gemini-2.5-pro,1600w-DB7VCKEjrvU_t12_singleshot,../edits/1600w-DB7VCKEjrvU_t12_singleshot/spec.json,../edits/1600w-DB7VCKEjrvU_t12_singleshot/render.png,success,82.0,91.0,-9.0,100.0
1131w-zsrhBwj_J58,6,Copy Expansion,"text,layout,global","Expand the bottom-center body paragraph above the URL to 2–3× length, keeping tone; mention curated vintage apparel, rare home decor, sustainable finds, live music, and family-friendly activities; preserve alignment.",singleshot,gemini/gemini-2.5-pro,1131w-zsrhBwj_J58_t6_singleshot,../edits/1131w-zsrhBwj_J58_t6_singleshot/spec.json,../edits/1131w-zsrhBwj_J58_t6_singleshot/render.png,success,63.0,69.0,-6.0,97.0
1600w-00kdfU4MHKA,9,Accent Recolor,"color,local","Recolor the large ""STYLE"" text block to deep forest green #184D3A.",singleshot,gemini/gemini-2.5-pro,1600w-00kdfU4MHKA_t9_singleshot,../edits/1600w-00kdfU4MHKA_t9_singleshot/spec.json,../edits/1600w-00kdfU4MHKA_t9_singleshot/render.png,success,95.0,,,100.0
1600w-9eXC-dXI0uE,12,Contrast & Readability Enhancement,"color,style,local",Add a thin white (#FFFFFF) outline around the man where his purple shirt overlaps the royal purple panel to improve edge contrast.,singleshot,gemini/gemini-2.5-pro,1600w-9eXC-dXI0uE_t12_singleshot,../edits/1600w-9eXC-dXI0uE_t12_singleshot/spec.json,../edits/1600w-9eXC-dXI0uE_t12_singleshot/render.png,success,32.0,74.0,-42.0,100.0
1280w-QGZG7QgzOng,5,Object Addition,"layout,local",Add a small white dove silhouette drifting in the top-right sky near “GET TO KNOW GOD” to harmonize with the clouds and balance the layout.,singleshot,gemini/gemini-2.5-pro,1280w-QGZG7QgzOng_t5_singleshot,../edits/1280w-QGZG7QgzOng_t5_singleshot/spec.json,../edits/1280w-QGZG7QgzOng_t5_singleshot/render.png,success,80.0,77.0,3.0,
1280w-H8F4b127vDk,12,Contrast & Readability Enhancement,"color,style,local",Apply a semi-transparent deep forest green overlay (25%) over the entire photo to boost contrast and improve readability of neon yellow text and the top-right date.,singleshot,gemini/gemini-2.5-pro,1280w-H8F4b127vDk_t12_singleshot,../edits/1280w-H8F4b127vDk_t12_singleshot/spec.json,../edits/1280w-H8F4b127vDk_t12_singleshot/render.png,success,71.0,,,96.0
1280w-IV5gw4zs55c,14,Theme Restyling,"style,color,global","Convert to a festive holiday theme by changing background bands to deep forest green #184D3A, ruby #B2002D, and gold #E0B12E, adding subtle holly near the paperclip; keep layout unchanged.",singleshot,gemini/gemini-2.5-pro,1280w-IV5gw4zs55c_t14_singleshot,../edits/1280w-IV5gw4zs55c_t14_singleshot/spec.json,../edits/1280w-IV5gw4zs55c_t14_singleshot/render.png,success,66.0,14.0,52.0,54.0
1131w-zau150HLMWk,4,Object Removal,"layout,local",Remove the dotted oval border around the lobster; enlarge the lobster illustration slightly and re-center it to maintain visual weight while keeping the top and bottom text positions unchanged.,singleshot,gemini/gemini-2.5-pro,1131w-zau150HLMWk_t4_singleshot,../edits/1131w-zau150HLMWk_t4_singleshot/spec.json,../edits/1131w-zau150HLMWk_t4_singleshot/render.png,success,63.0,79.0,-16.0,100.0
1131w-50t2MzJLmsM,4,Object Removal,"layout,local",Remove the two dashed divider lines in the bottom info block; slightly increase line spacing and vertically center the three text lines within the lower-left area.,singleshot,gemini/gemini-2.5-pro,1131w-50t2MzJLmsM_t4_singleshot,../edits/1131w-50t2MzJLmsM_t4_singleshot/spec.json,../edits/1131w-50t2MzJLmsM_t4_singleshot/render.png,success,85.0,86.0,-1.0,100.0
1280w-1EsFpGQoTQo,11,Hierarchy Adjustment,"layout,text,global",Shrink the “BUSINESS” headline to small subheading size so the poolside image becomes the main focal point.,singleshot,gemini/gemini-2.5-pro,1280w-1EsFpGQoTQo_t11_singleshot,../edits/1280w-1EsFpGQoTQo_t11_singleshot/spec.json,../edits/1280w-1EsFpGQoTQo_t11_singleshot/render.png,success,62.0,60.0,2.0,
1131w-w-XME4y3KWk,0,Color Palette Variation,"color,global","Replace the beige background with cool pastel mint (#E6FAF3), keeping all existing black typography and white elements unchanged to maintain contrast and readability.",singleshot,gemini/gemini-2.5-pro,1131w-w-XME4y3KWk_t0_singleshot,../edits/1131w-w-XME4y3KWk_t0_singleshot/spec.json,../edits/1131w-w-XME4y3KWk_t0_singleshot/render.png,success,95.0,84.0,11.0,100.0
1600w-9JTrLkx-Ppg,4,Object Removal,"layout,local","Remove the “Fauget Co.” label and its purple bar at top-left; move the “Juliana Silva” and “Business Consultant” block slightly upward-left to balance, keeping other elements unchanged.",singleshot,gemini/gemini-2.5-pro,1600w-9JTrLkx-Ppg_t4_singleshot,../edits/1600w-9JTrLkx-Ppg_t4_singleshot/spec.json,../edits/1600w-9JTrLkx-Ppg_t4_singleshot/render.png,success,64.0,65.0,-1.0,100.0
1600w-CxALar1xspQ,7,Image Replacement,"image,layout,local",Replace the photo of a smiling man working on a laptop with a similar composition featuring a woman sketching UI on a tablet for a creative studio theme.,singleshot,gemini/gemini-2.5-pro,1600w-CxALar1xspQ_t7_singleshot,../edits/1600w-CxALar1xspQ_t7_singleshot/spec.json,../edits/1600w-CxALar1xspQ_t7_singleshot/render.png,success,58.0,56.0,2.0,
1600w-Rx4XBLKvk68,6,Copy Expansion,"text,layout,global","Expand the left body paragraph beneath the green icon to 2–3× its current length using matching lorem ipsum, preserving tone and balanced wrapping within the existing column.",singleshot,gemini/gemini-2.5-pro,1600w-Rx4XBLKvk68_t6_singleshot,../edits/1600w-Rx4XBLKvk68_t6_singleshot/spec.json,../edits/1600w-Rx4XBLKvk68_t6_singleshot/render.png,success,85.0,74.0,11.0,84.0
1600w-NEoYkSVC058,14,Theme Restyling,"style,color,global","Restyle for winter holidays: switch right panel to deep forest green, change accents to gold #D4AF37, replace coat sketch with minimal snowflake line art, preserve layout and existing typography.",singleshot,gemini/gemini-2.5-pro,1600w-NEoYkSVC058_t14_singleshot,../edits/1600w-NEoYkSVC058_t14_singleshot/spec.json,../edits/1600w-NEoYkSVC058_t14_singleshot/render.png,success,57.0,72.0,-15.0,96.0
1600w-GFKaeiEL8R0,9,Accent Recolor,"color,local",Recolor the purple asterisk-shaped blob above the title to bright aqua #27E0FF for cohesive emphasis.,singleshot,gemini/gemini-2.5-pro,1600w-GFKaeiEL8R0_t9_singleshot,../edits/1600w-GFKaeiEL8R0_t9_singleshot/spec.json,../edits/1600w-GFKaeiEL8R0_t9_singleshot/render.png,success,98.0,98.0,0.0,40.0
1600w-OnW3L3V5tgI,1,Translation,"text,global",Replace the headline “HUMAN-GRADE. Dog-approved.” with Spanish: “DE CALIDAD PARA HUMANOS. Aprobado por perros.” keeping the existing uppercase bold and layout.,singleshot,gemini/gemini-2.5-pro,1600w-OnW3L3V5tgI_t1_singleshot,../edits/1600w-OnW3L3V5tgI_t1_singleshot/spec.json,../edits/1600w-OnW3L3V5tgI_t1_singleshot/render.png,success,92.0,93.0,-1.0,34.0
1600w-A9ARWpzo3xk,3,Global Layout Change,"layout,global",Switch to a vertical split layout: center 'ego' in upper half; align both caption blocks in a centered row across the lower half with ample padding and equal gutters.,singleshot,gemini/gemini-2.5-pro,1600w-A9ARWpzo3xk_t3_singleshot,../edits/1600w-A9ARWpzo3xk_t3_singleshot/spec.json,../edits/1600w-A9ARWpzo3xk_t3_singleshot/render.png,success,99.0,98.0,1.0,100.0
1131w-9cN5biKALLQ,5,Object Addition,"layout,local","Add a small snowflake icon above “ICE,” centered, in the same deep blue to fill the empty top space.",singleshot,gemini/gemini-2.5-pro,1131w-9cN5biKALLQ_t5_singleshot,../edits/1131w-9cN5biKALLQ_t5_singleshot/spec.json,../edits/1131w-9cN5biKALLQ_t5_singleshot/render.png,success,76.0,84.0,-8.0,0.0
1236w-JT1Z7rx2PuU,4,Object Removal,"layout,local",Remove the top-left “AUTUMN ’23” and top-right “@REALLYGREATSITE”; raise “AROWWAI PRESENTS” to the top center with slightly increased spacing to maintain balance.,singleshot,gemini/gemini-2.5-pro,1236w-JT1Z7rx2PuU_t4_singleshot,../edits/1236w-JT1Z7rx2PuU_t4_singleshot/spec.json,../edits/1236w-JT1Z7rx2PuU_t4_singleshot/render.png,success,82.0,,,100.0
1257w-dnPJ18q1Q2E,6,Copy Expansion,"text,layout,global",Expand the top tagline “FROM DIRECTOR OF LOVE IN BLOOM DANIEL GALLEGO” into a 2–3× longer uppercase paragraph that wraps across the top while maintaining alignment and spacing.,singleshot,gemini/gemini-2.5-pro,1257w-dnPJ18q1Q2E_t6_singleshot,../edits/1257w-dnPJ18q1Q2E_t6_singleshot/spec.json,../edits/1257w-dnPJ18q1Q2E_t6_singleshot/render.png,success,80.0,,,38.0
1600w-4gpfnsQOREQ,10,Background Replacement,"image,color,global",Replace the pink background with a moody midnight blue gradient (#0A1A2A to #1E3A5F) to shift tone while preserving strong contrast with the white phone screen and card.,singleshot,gemini/gemini-2.5-pro,1600w-4gpfnsQOREQ_t10_singleshot,../edits/1600w-4gpfnsQOREQ_t10_singleshot/spec.json,../edits/1600w-4gpfnsQOREQ_t10_singleshot/render.png,success,51.0,83.0,-32.0,0.0
1600w-GFKaeiEL8R0,11,Hierarchy Adjustment,"layout,text,global","Scale the abstract 3D cluster to huge and center it, reduce ""Branding & Design"" to small at 60% opacity and move it below, making the graphic the primary focal point.",singleshot,gemini/gemini-2.5-pro,1600w-GFKaeiEL8R0_t11_singleshot,../edits/1600w-GFKaeiEL8R0_t11_singleshot/spec.json,../edits/1600w-GFKaeiEL8R0_t11_singleshot/render.png,success,98.0,98.0,0.0,0.0
848w-Xal0F5OfysY,7,Image Replacement,"image,layout,local","Replace the central photo of a person viewing a moodboard with a similarly framed shot of a student coding on a laptop, shifting the theme to tech skills.",singleshot,gemini/gemini-2.5-pro,848w-Xal0F5OfysY_t7_singleshot,../edits/848w-Xal0F5OfysY_t7_singleshot/spec.json,../edits/848w-Xal0F5OfysY_t7_singleshot/render.png,success,90.0,90.0,0.0,100.0
1131w-w-XME4y3KWk,7,Image Replacement,"image,layout,local","Replace the vanilla ice cream cup with caramel drizzle photo with a mixed-berry sorbet in the same kraft cup, topped with fresh berries and a glossy berry coulis pour.",singleshot,gemini/gemini-2.5-pro,1131w-w-XME4y3KWk_t7_singleshot,../edits/1131w-w-XME4y3KWk_t7_singleshot/spec.json,../edits/1131w-w-XME4y3KWk_t7_singleshot/render.png,success,95.0,84.0,11.0,99.0
1131w-xPTl82ZC-e4,7,Image Replacement,"image,layout,local","Replace the central retro woman eating popcorn with a vintage barista holding a steaming mug above an overflowing burlap sack of coffee beans, keeping the centered composition.",singleshot,gemini/gemini-2.5-pro,1131w-xPTl82ZC-e4_t7_singleshot,../edits/1131w-xPTl82ZC-e4_t7_singleshot/spec.json,../edits/1131w-xPTl82ZC-e4_t7_singleshot/render.png,success,26.0,75.0,-49.0,93.0
1131w-02GXIIidf_4,14,Theme Restyling,"style,color,global","Recolor all red and yellow elements (top/bottom bars, reward stamp, highlight) to deep forest green #184D3A and gold #D4AF37 for a winter holiday theme, preserving the layout.",singleshot,gemini/gemini-2.5-pro,1131w-02GXIIidf_4_t14_singleshot,../edits/1131w-02GXIIidf_4_t14_singleshot/spec.json,../edits/1131w-02GXIIidf_4_t14_singleshot/render.png,success,55.0,88.0,-33.0,46.0
1600w-Vu6fJpXHfB0,9,Accent Recolor,"color,local",Recolor the large question mark to deep royal blue #1F3C88.,singleshot,gemini/gemini-2.5-pro,1600w-Vu6fJpXHfB0_t9_singleshot,../edits/1600w-Vu6fJpXHfB0_t9_singleshot/spec.json,../edits/1600w-Vu6fJpXHfB0_t9_singleshot/render.png,success,79.0,91.0,-12.0,57.0
1280w-GZEFZIEhLE0,2,2-Element Layout Swap,"layout,global","Swap positions of the central portrait image and the “MUSIC PARTY NIGHT” headline, placing the portrait top-right and the headline centered in the main area for balanced hierarchy.",singleshot,gemini/gemini-2.5-pro,1280w-GZEFZIEhLE0_t2_singleshot,../edits/1280w-GZEFZIEhLE0_t2_singleshot/spec.json,../edits/1280w-GZEFZIEhLE0_t2_singleshot/render.png,success,94.0,86.0,8.0,65.0
1131w-02GXIIidf_4,8,Typography Style Shift,"text,style,global",Switch the “DONNA” header to title-case tall serif in regular weight to soften the tone.,singleshot,gemini/gemini-2.5-pro,1131w-02GXIIidf_4_t8_singleshot,../edits/1131w-02GXIIidf_4_t8_singleshot/spec.json,../edits/1131w-02GXIIidf_4_t8_singleshot/render.png,success,55.0,88.0,-33.0,100.0
1600w-GQFPH6ndGO4,0,Color Palette Variation,"color,global","Recolor to a cool fresh palette: swap yellow/pink background and dots for mint→teal gradient (#DFFAF2–#00A896), change black typography to deep navy (#0B1F3B), and button to white with navy text.",singleshot,gemini/gemini-2.5-pro,1600w-GQFPH6ndGO4_t0_singleshot,../edits/1600w-GQFPH6ndGO4_t0_singleshot/spec.json,../edits/1600w-GQFPH6ndGO4_t0_singleshot/render.png,success,68.0,96.0,-28.0,20.0
1280w-7NdToF9SL00,1,Translation,"text,global","Translate all visible text to Spanish, setting the headline to 'FIESTA DE MÚSICA Y VINO'.",singleshot,gemini/gemini-2.5-pro,1280w-7NdToF9SL00_t1_singleshot,../edits/1280w-7NdToF9SL00_t1_singleshot/spec.json,../edits/1280w-7NdToF9SL00_t1_singleshot/render.png,success,74.0,93.0,-19.0,100.0
1600w-E0pKviCC-yw,4,Object Removal,"layout,local",Remove the “NEW YORK ESTD 2030 GALLERY” text; move the square period closer to the “a” and vertically center both for balance.,singleshot,gemini/gemini-2.5-pro,1600w-E0pKviCC-yw_t4_singleshot,../edits/1600w-E0pKviCC-yw_t4_singleshot/spec.json,../edits/1600w-E0pKviCC-yw_t4_singleshot/render.png,success,99.0,99.0,0.0,100.0
1600w-u6z_9iKj-iQ,4,Object Removal,"layout,local",Remove the small white star icon at bottom-right; slightly lower and center “FESTIVAL OF LIGHTS” beneath “DIWALI” to maintain balance and readability.,singleshot,gemini/gemini-2.5-pro,1600w-u6z_9iKj-iQ_t4_singleshot,../edits/1600w-u6z_9iKj-iQ_t4_singleshot/spec.json,../edits/1600w-u6z_9iKj-iQ_t4_singleshot/render.png,success,97.0,91.0,6.0,0.0
1600w-bU_eCuLHDN8,6,Copy Expansion,"text,layout,global",Expand the black “A LITTLE HEADS UP” text to: “A little heads up: I’m stepping away briefly and replies may lag.”,singleshot,gemini/gemini-2.5-pro,1600w-bU_eCuLHDN8_t6_singleshot,../edits/1600w-bU_eCuLHDN8_t6_singleshot/spec.json,../edits/1600w-bU_eCuLHDN8_t6_singleshot/render.png,success,45.0,57.0,-12.0,87.0
1280w-2LZs3UZm33E,14,Theme Restyling,"style,color,global","Convert to a cozy winter holiday theme: switch backgrounds to deep forest green and cream, recolor text warm cream, add small gold snowflakes along the curved divider, keeping the layout unchanged.",singleshot,gemini/gemini-2.5-pro,1280w-2LZs3UZm33E_t14_singleshot,../edits/1280w-2LZs3UZm33E_t14_singleshot/spec.json,../edits/1280w-2LZs3UZm33E_t14_singleshot/render.png,success,28.0,3.0,25.0,61.0
1600w-ROAkphj1zsA,4,Object Removal,"layout,local",Remove the oval shadow under the mascot; slightly enlarge the mascot to maintain visual balance with the headline.,singleshot,gemini/gemini-2.5-pro,1600w-ROAkphj1zsA_t4_singleshot,../edits/1600w-ROAkphj1zsA_t4_singleshot/spec.json,../edits/1600w-ROAkphj1zsA_t4_singleshot/render.png,success,98.0,98.0,0.0,100.0
1600w-J2-prU82nP4,10,Background Replacement,"image,color,global","Replace the flat green background with a warm peach (#FFC8A2) to pale yellow (#FFF3B0) gradient, maintaining sufficient contrast for the black headline and white-outlined subject.",singleshot,gemini/gemini-2.5-pro,1600w-J2-prU82nP4_t10_singleshot,../edits/1600w-J2-prU82nP4_t10_singleshot/spec.json,../edits/1600w-J2-prU82nP4_t10_singleshot/render.png,success,75.0,93.0,-18.0,41.0
1131w-HeJuVR7Avb0,10,Background Replacement,"image,color,global","Replace the pink square background behind the lemons with a deep Mediterranean blue (#1F6AA6) to create a coastal mood, ensuring the lemons remain crisp and legible.",singleshot,gemini/gemini-2.5-pro,1131w-HeJuVR7Avb0_t10_singleshot,../edits/1131w-HeJuVR7Avb0_t10_singleshot/spec.json,../edits/1131w-HeJuVR7Avb0_t10_singleshot/render.png,success,96.0,91.0,5.0,100.0
1600w-CxALar1xspQ,8,Typography Style Shift,"text,style,global","Change the ""Digital Marketing Agency"" headline to a tall serif.",singleshot,gemini/gemini-2.5-pro,1600w-CxALar1xspQ_t8_singleshot,../edits/1600w-CxALar1xspQ_t8_singleshot/spec.json,../edits/1600w-CxALar1xspQ_t8_singleshot/render.png,success,58.0,56.0,2.0,100.0
900w-hCJXZqhSZiw,0,Color Palette Variation,"color,global","Recolor background to deep charcoal #111216; change all circles to cool slate blues (#2E3A47, #364656, #3E5063, #485B6E, #516777, #5C7384); set all text to ivory #F7F6F2.",singleshot,gemini/gemini-2.5-pro,900w-hCJXZqhSZiw_t0_singleshot,../edits/900w-hCJXZqhSZiw_t0_singleshot/spec.json,../edits/900w-hCJXZqhSZiw_t0_singleshot/render.png,success,34.0,,,40.0
848w-Xal0F5OfysY,0,Color Palette Variation,"color,global","Replace the sky-blue background with warm cream #F6F1E9 and change all white typography to deep forest green #184D3A, leaving the photo unchanged.",singleshot,gemini/gemini-2.5-pro,848w-Xal0F5OfysY_t0_singleshot,../edits/848w-Xal0F5OfysY_t0_singleshot/spec.json,../edits/848w-Xal0F5OfysY_t0_singleshot/render.png,success,90.0,90.0,0.0,100.0
1280w-l2k_WnNosUU,1,Translation,"text,global","Translate all visible text to Spanish, keeping typography styles; e.g., “upcoming EVENTS” → “próximos EVENTOS” and “REGISTER TODAY!” → “¡REGÍSTRATE HOY!”.",singleshot,gemini/gemini-2.5-pro,1280w-l2k_WnNosUU_t1_singleshot,../edits/1280w-l2k_WnNosUU_t1_singleshot/spec.json,../edits/1280w-l2k_WnNosUU_t1_singleshot/render.png,success,66.0,76.0,-10.0,100.0
