template_id,edit_type_id,edit_type,categories,instruction
1131w-eRlpDg4f0K8,6,Copy Expansion,"text,layout,global","Expand the “May 12, 7:00 PM” block to: “May 12 at 7:00 PM — arrive a little early to mingle and trade book picks.”"
1131w-eRlpDg4f0K8,7,Image Replacement,"image,layout,local","Replace the central illustration of books and flowers with a steaming teacup surrounded by whimsical leaves, preserving a similar composition for a cozy, calming mood."
1131w-eRlpDg4f0K8,8,Typography Style Shift,"text,style,global","Replace the ""Book Club!"" cursive under the headline with a tall serif italic in title size to shift the tone from playful to elegant."
1131w-eRlpDg4f0K8,9,Accent Recolor,"color,local",Recolor the “JOIN OUR” headline to warm golden ochre #D4A72C.
1131w-eRlpDg4f0K8,10,Background Replacement,"image,color,global","Replace the lavender background with a warm cream parchment (#F7F0E3) texture, ensuring high contrast behind all text and the central book illustration."
1131w-eRlpDg4f0K8,11,Hierarchy Adjustment,"layout,text,global","Enlarge the central books-and-flowers illustration to huge, occupying most of the center, making it the main focal point."
1131w-eRlpDg4f0K8,12,Contrast & Readability Enhancement,"color,style,local",Recolor the “Let’s get reading!” script to deep navy #1D2448 for higher contrast against the lavender background.
1131w-eRlpDg4f0K8,13,Add Secondary Text Block,"text,layout,local","Add a small sans-serif subtitle, ""Monthly meet-up for book lovers,"" centered beneath ""Book Club!"" in deep navy #1E2B5A, with tight spacing to reduce the gap above the illustration."
1131w-eRlpDg4f0K8,14,Theme Restyling,"style,color,global","Convert to festive winter theme: change palette to deep cranberry, pine green, and snowy white; swap floral book illustration for wrapped books with holly, preserving layout and typography."
1131w-mOTBWbhbFs0,0,Color Palette Variation,"color,global",Switch background to latte cream #FAF3E8 and recolor all text and illustrations to deep espresso brown #2E1F17.
1131w-mOTBWbhbFs0,1,Translation,"text,global","Translate all text to Spanish: 'Coffee TO GO' → 'Café PARA LLEVAR'; 'MON-FRI' → 'LUN-VIE'; address → 'Calle Cualquiera 123, Cualquier Ciudad'."
1131w-mOTBWbhbFs0,2,2-Element Layout Swap,"layout,global","Swap the ""Coffee TO GO"" headline with the illustration, moving the illustration to the top center and the headline centered above the hours to maintain balance."
1131w-mOTBWbhbFs0,3,Global Layout Change,"layout,global","Rearrange into a tri-column grid: left illustration full-height, middle “Coffee TO GO” stacked, right hours above address; align baselines, add generous gutters, preserve existing type and colors."
1131w-mOTBWbhbFs0,4,Object Removal,"layout,local",Remove the address line; shift MON–FRI 07:00–20:30 downward to the bottom margin and slightly increase letterspacing to maintain balance.
1131w-mOTBWbhbFs0,5,Object Addition,"layout,local","Add a small trio of cream (#F2E6D6) coffee bean icons in the top-left corner, matching the illustration's line style."
1131w-mOTBWbhbFs0,6,Copy Expansion,"text,layout,global","Expand the hours line into a body paragraph: “MON–FRI 07:00–20:30 — QUICK GRAB‑AND‑GO BREWS FOR COMMUTES, MIDDAY BREAKS, AND EVENING PICK‑ME‑UPS, SERVED FAST WITH A SMILE.”"
1131w-mOTBWbhbFs0,7,Image Replacement,"image,layout,local","Replace the illustration of four people lifting a giant coffee cup with four cyclists hoisting an oversized water bottle, maintaining the same scale, angle, and placement."
1131w-mOTBWbhbFs0,8,Typography Style Shift,"text,style,global","Replace the playful ""Coffee"" script with a tall serif to create an elegant, refined tone."
1131w-mOTBWbhbFs0,9,Accent Recolor,"color,local",Change the large “TO GO” text color to warm caramel #C58B45 to increase emphasis.
1131w-mOTBWbhbFs0,10,Background Replacement,"image,color,global",Replace the dark green background with a rich espresso-brown (#2B1A14) solid to create a cozy mood while maintaining high contrast with the cream text and illustration.
1131w-mOTBWbhbFs0,11,Hierarchy Adjustment,"layout,text,global","Enlarge the illustration to 250%, making it the main focal point instead of the headline."
1131w-mOTBWbhbFs0,12,Contrast & Readability Enhancement,"color,style,local","Add a soft off-black (#0A1E18) drop shadow to all cream text, especially the thin “Coffee” script and bottom address line, to enhance readability against the deep green background."
1131w-mOTBWbhbFs0,13,Add Secondary Text Block,"text,layout,local","Add a small italic sans-serif subtitle 'Freshly brewed, ready in minutes' centered below 'TO GO' in cream #F1E6D6."
1131w-mOTBWbhbFs0,14,Theme Restyling,"style,color,global",Switch to a festive holiday palette: background deep cranberry #8A1538; recolor all text and illustration lines to warm gold #C7A45A.
1131w-oRypOitC9EY,0,Color Palette Variation,"color,global","Apply a new palette: set background to warm cream #FFF3E0 and all typography to deep forest green #184D3A, keeping the car unchanged."
1131w-oRypOitC9EY,1,Translation,"text,global","Translate all visible text into Spanish, changing the main headline to 'EXHIBICIÓN DE AUTOS RETRO' while preserving existing typography hierarchy and layout."
1131w-oRypOitC9EY,2,2-Element Layout Swap,"layout,global","Swap positions of the main car image and “RETRO CAR SHOW” headline, placing the car centered upper half and the headline centered lower half to maintain balance."
1131w-oRypOitC9EY,3,Global Layout Change,"layout,global","Rebuild layout into a two-column grid: full-height car photo left, stacked “Retro Car Show” and venue right; consolidate features/date/address into a bottom info bar; add wide outer margins."
1131w-oRypOitC9EY,4,Object Removal,"layout,local","Remove the top ""CAR SALE"", ""LIVE MUSIC"", and ""CAR CONTEST""; move ""BORCELLE PRESENTS"" to the top center with generous spacing, and shift the ""RETRO CAR SHOW"" block upward to rebalance."
1131w-oRypOitC9EY,5,Object Addition,"layout,local","Add a small pink vintage microphone icon to the left of “LIVE MUSIC” at the top center, matching the heading pink to complement and balance the header."
1131w-oRypOitC9EY,6,Copy Expansion,"text,layout,global","Expand the centered address/website line into a 2-3x longer body paragraph with brief event details, keeping sans-serif pink text, centered alignment, and balance to test wrapping and overflow."
1131w-oRypOitC9EY,7,Image Replacement,"image,layout,local","Swap the front-facing vintage car photo with a front-facing vintage motorcycle shot, keeping the bottom-centered placement and open sky background to maintain composition."
1131w-oRypOitC9EY,8,Typography Style Shift,"text,style,global","Switch “RETRO CAR SHOW” from chunky sans to tall serif uppercase with slightly increased tracking for a more refined, elegant tone."
1131w-oRypOitC9EY,9,Accent Recolor,"color,local","Change the ""RETRO CAR SHOW"" headline color to warm golden yellow #FFD166 for stronger contrast against the blue."
1131w-oRypOitC9EY,10,Background Replacement,"image,color,global","Replace the solid blue background with deep charcoal (#1F2933) to create a night mood, ensuring the pink typography and car remain high-contrast and legible."
1131w-oRypOitC9EY,11,Hierarchy Adjustment,"layout,text,global","Scale the car photo to full-bleed behind text, making it the dominant focal point over the 'RETRO CAR SHOW' headline."
1131w-oRypOitC9EY,12,Contrast & Readability Enhancement,"color,style,local","Switch all small pink text on the teal background (top labels, “BORCELLE PRESENTS,” address, FREE ENTRY, date/time) to white for higher contrast."
1131w-oRypOitC9EY,13,Add Secondary Text Block,"text,layout,local","Add a small uppercase sans-serif subtitle “A celebration of classic rides” in soft blush pink (#F5A9C4), centered between “RETRO CAR SHOW” and “Borcelle Park”."
1131w-oRypOitC9EY,14,Theme Restyling,"style,color,global","Recolor for winter holiday theme: change background to deep forest green #184D3A and replace all pink typography with snowy white, keeping layout and photo unchanged."
1131w-rH9o0IzDWQY,0,Color Palette Variation,"color,global","Recolor all warm peach/yellow/tan panels and dark brown text to a cool palette: mint #D6F5EE, soft lavender #EAE4FF, and headline/body text deep navy #0D2B45, preserving whites."
1131w-rH9o0IzDWQY,1,Translation,"text,global","Replace 'New' with 'Nuevo', 'PRODUCT' with 'PRODUCTO', and 'PREMIUM PRODUCT' with 'PRODUCTO PREMIUM'."
1131w-rH9o0IzDWQY,2,2-Element Layout Swap,"layout,global","Swap the central “PRODUCT” headline block with the top-right dropper-bottle image, placing the headline in that quadrant and the image centered in the white diamond to maintain balance."
1131w-rH9o0IzDWQY,3,Global Layout Change,"layout,global","Rebuild as a single-column poster: use full-bleed hero image on top, stack remaining three images in equal-height stripes below, center the headline and subheadline between hero and stripes."
1131w-rH9o0IzDWQY,4,Object Removal,"layout,local","Remove the script “New” text; vertically center and slightly enlarge the “PRODUCT” title, keeping “PREMIUM PRODUCT” directly below with tighter line spacing to preserve balance."
1131w-rH9o0IzDWQY,5,Object Addition,"layout,local","Add a small deep forest green botanical leaf icon centered above ""New"" inside the white diamond, sized small to complement and maintain balance."
1131w-rH9o0IzDWQY,6,Copy Expansion,"text,layout,global","Expand the ""PREMIUM PRODUCT"" subheading into: ""Premium skincare with clean ingredients, elegant textures, and visible results—elevating your daily ritual for softer, luminous skin and confident, consistent care."""
1131w-rH9o0IzDWQY,7,Image Replacement,"image,layout,local","Replace the skincare product flat-lay photos with a similar collage of artisanal coffee equipment and beans on warm, contrasting backdrops."
1131w-rH9o0IzDWQY,8,Typography Style Shift,"text,style,global","Switch the ""PRODUCT"" headline to tall serif uppercase instead of bold sans-serif."
1131w-rH9o0IzDWQY,9,Accent Recolor,"color,local","Recolor the ""PRODUCT"" headline to deep forest green (#184D3A)."
1131w-rH9o0IzDWQY,10,Background Replacement,"image,color,global","Replace the top-right panel’s yellow/orange background with a cool light marble texture (#EDEFF2 with soft gray veins), preserving clean contrast around the dropper bottles."
1131w-rH9o0IzDWQY,11,Hierarchy Adjustment,"layout,text,global","Shrink 'PRODUCT' headline to small uppercase and change its color to #8C7A73, letting the top-right dropper photo become the main focal point."
1131w-rH9o0IzDWQY,12,Contrast & Readability Enhancement,"color,style,local",Change 'PREMIUM PRODUCT' text color to deep charcoal #1E1E1E for stronger contrast against the white center panel.
1131w-rH9o0IzDWQY,13,Add Secondary Text Block,"text,layout,local","Add a small sans-serif subtitle centered beneath ""PREMIUM PRODUCT"" reading ""Clean ingredients. Gentle results."" in deep cocoa #3B261B to balance whitespace in the white diamond."
1131w-rH9o0IzDWQY,14,Theme Restyling,"style,color,global","Restyle for winter holidays: replace backgrounds with deep forest green and cranberry red, add subtle gold snowflakes on the white diamond, and change headline to 'Holiday Glow' in tall serif."
1131w-sSnAV2dB_qg,0,Color Palette Variation,"color,global","Convert the poster to a cool nocturnal palette: set background deep navy #0B1A2A, shift the city glow to cyan-teal #1FB9C8, and change all typography to crisp white."
1131w-sSnAV2dB_qg,1,Translation,"text,global",Translate all poster text into Spanish: change 'AGENT' to 'AGENTE' and 'A FILM BY NEIL TRAN' to 'UNA PELÍCULA DE NEIL TRAN'; keep the cast names unchanged.
1131w-sSnAV2dB_qg,2,2-Element Layout Swap,"layout,global","Swap positions: move the “AGENT” headline to bottom-center, and shift the agent portrait upward into the top-center to maintain balance."
1131w-sSnAV2dB_qg,3,Global Layout Change,"layout,global","Rebuild into three columns: set the title vertical on the left, stack byline and cast centered in the middle, and place the agent/city image full-bleed on the right."
